CustomerID,Gender,Income,SpendingScore,EducationLevel,MaritalStatus,PurchaseFrequency,ProductCategory,LoyaltyScore,EmploymentStatus,HouseholdSize,CreditScore,OnlineShoppingHabit,DiscountSensitivity,PreferredPaymentMethod,SubscriptionStatus,Income_scaled,SpendingScore_scaled,PurchaseFrequency_scaled,Cluster_Description,Cluster
3049,Male,81732.0,78.0,Bachelor,Married,13.0,Beauty,36.0,Employed,5.0,428.0,Low,High,Credit Card,No,2.108807062868719,0.9657819444698447,-0.23689159599317272,"Thu nhập cao, chi tiêu cao, tần suất mua hàng trung bình. Khách VIP, có khả năng chi tiêu mạnh, cần ưu đãi đặc biệt và dịch vụ chăm sóc cao cấp.",2
3050,Male,13533.0,58.0,High School,Married,4.0,Groceries,91.0,Employed,4.0,675.0,Medium,Low,Credit Card,No,-2.4656980772660035,0.2665853877891953,-1.3130138436651004,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng ít. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
3051,Female,63018.0,52.0,High School,Married,25.0,Electronics,80.0,Employed,2.0,712.0,High,Medium,Cash,Yes,0.8535498128726605,0.056826420785000505,1.1979380675693976,"Thu nhập và chi tiêu trung bình, tần suất mua hàng nhiều. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",2
3052,Female,105418.0,82.0,Bachelor,Single,7.0,Furniture,11.0,Employed,4.0,810.0,High,Medium,Credit Card,No,3.6975653840938256,1.1056212558059746,-0.954306427774458,"Thu nhập cao, chi tiêu cao, tần suất mua hàng ít. Khách VIP, có khả năng chi tiêu mạnh, cần ưu đãi đặc biệt và dịch vụ chăm sóc cao cấp.",2
3053,Male,46323.0,76.0,PhD,Single,19.0,Groceries,73.0,Retired,5.0,349.0,High,Medium,PayPal,No,-0.2662813182956732,0.8958622888017798,0.4805232357881125,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng trung bình. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
3054,Male,63320.0,54.0,Master,Married,17.0,Beauty,2.0,Retired,4.0,456.0,Medium,Medium,Credit Card,Yes,0.873806716233717,0.12674607645306543,0.2413849585276841,"Thu nhập và chi tiêu trung bình, tần suất mua hàng trung bình. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",2
3055,Female,63353.0,8.0,Bachelor,Single,27.0,Sports,41.0,Employed,4.0,338.0,Medium,Medium,Cash,No,0.8760202189188655,-1.4814060039124282,1.437076344829826,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng nhiều. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
3056,Female,46718.0,22.0,High School,Divorced,8.0,Furniture,19.0,Employed,5.0,395.0,High,Medium,Credit Card,No,-0.23978636191283453,-0.9919684142359736,-0.8347372891442437,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
3057,Male,58490.0,81.0,Bachelor,Single,1.0,Furniture,10.0,Employed,1.0,313.0,High,Low,PayPal,No,0.5498304141347021,1.0706614279719422,-1.6717212595557431,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng ít. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
3059,Female,37154.0,36.0,Master,Married,27.0,Electronics,34.0,Employed,4.0,843.0,Low,Low,PayPal,Yes,-0.8812996855722501,-0.502530824559519,1.437076344829826,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng nhiều. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
3060,Male,57793.0,14.0,High School,Married,16.0,Sports,31.0,Unemployed,2.0,468.0,Medium,Medium,PayPal,No,0.5030785543908071,-1.2716470369082333,0.1218158198974699,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng trung bình. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
3061,Male,64543.0,16.0,Bachelor,Single,22.0,Groceries,71.0,Employed,1.0,791.0,Medium,Medium,Cash,No,0.955840467262101,-1.2017273812401683,0.8392306516787551,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng nhiều. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
3062,Female,39958.0,100.0,High School,Single,4.0,Furniture,69.0,Employed,5.0,720.0,Medium,Medium,Credit Card,No,-0.6932190331735675,1.734898156818559,-1.3130138436651004,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng ít. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
3063,Male,51937.0,63.0,High School,Married,20.0,Groceries,77.0,Employed,1.0,339.0,High,Medium,Credit Card,No,0.11028244153535559,0.44138452695935765,0.6000923744183266,"Thu nhập và chi tiêu trung bình, tần suất mua hàng trung bình. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
3064,Male,57882.0,93.0,Master,Single,18.0,Sports,99.0,Retired,1.0,532.0,Low,High,Cash,No,0.5090483040568138,1.4901793619803319,0.3609540971578983,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng trung bình. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
3065,Male,39853.0,37.0,Bachelor,Married,13.0,Fashion,65.0,Employed,3.0,697.0,Low,Low,Credit Card,No,-0.7002619962626765,-0.4675709967254865,-0.23689159599317272,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
3066,Male,72516.0,54.0,Bachelor,Married,8.0,Fashion,31.0,Employed,1.0,705.0,Low,Medium,PayPal,No,1.490636131161779,0.12674607645306543,-0.8347372891442437,"Thu nhập cao, chi tiêu trung bình, tần suất mua hàng ít. Khuyến nghị nâng cấp sản phẩm hoặc dịch vụ để tối ưu trải nghiệm khách hàng.",1
3067,Female,54615.0,53.0,High School,Single,7.0,Beauty,40.0,Employed,5.0,703.0,Low,Medium,Cash,No,0.28991153822710747,0.09178624861903298,-0.954306427774458,"Thu nhập và chi tiêu trung bình, tần suất mua hàng ít. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
3068,Female,39956.0,26.0,High School,Married,4.0,Beauty,9.0,Employed,4.0,450.0,Medium,Low,Installments,No,-0.6933531848514553,-0.8521291028998437,-1.3130138436651004,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
3069,Male,33475.0,13.0,PhD,Single,19.0,Furniture,6.0,Employed,4.0,711.0,Medium,Low,PayPal,No,-1.1280716970468414,-1.3066068647422657,0.4805232357881125,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
3070,Male,46486.0,53.0,Bachelor,Married,23.0,Electronics,32.0,Employed,4.0,505.0,Medium,High,Installments,No,-0.2553479565478183,0.09178624861903298,0.9587997903089693,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng nhiều. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
3071,Male,45897.0,50.0,High School,Married,14.0,Furniture,12.0,Employed,2.0,491.0,Low,Low,Credit Card,No,-0.29485562568577267,-0.013093234883064433,-0.11732245736295852,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng trung bình. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
3072,Male,56551.0,74.0,High School,Single,10.0,Furniture,95.0,Employed,1.0,753.0,Low,Low,Credit Card,Yes,0.419770362422489,0.8259426331337149,-0.5955990118838153,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng ít. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
3073,Female,32722.0,8.0,Bachelor,Single,3.0,Groceries,42.0,Employed,5.0,610.0,Medium,Medium,Credit Card,Yes,-1.1785798037715947,-1.4814060039124282,-1.4325829822953147,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
3074,Male,41000.0,50.0,Bachelor,Married,28.0,Electronics,78.0,Employed,2.0,524.0,Medium,Low,Installments,No,-0.6233260089940285,-0.013093234883064433,1.5566454834600403,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng nhiều. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
3075,Male,73286.0,68.0,Master,Single,10.0,Electronics,96.0,Employed,1.0,778.0,Low,Medium,Installments,Yes,1.5422845271485786,0.61618366612952,-0.5955990118838153,"Thu nhập cao, chi tiêu trung bình, tần suất mua hàng ít. Khuyến nghị nâng cấp sản phẩm hoặc dịch vụ để tối ưu trải nghiệm khách hàng.",0
3076,Female,27385.0,45.0,Bachelor,Single,11.0,Beauty,27.0,Employed,5.0,691.0,Medium,Medium,Cash,No,-1.5365635562151643,-0.18789237405322678,-0.47602987325360113,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng trung bình. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
3077,Male,41461.0,12.0,Bachelor,Married,26.0,Furniture,10.0,Unemployed,5.0,572.0,High,Medium,Credit Card,Yes,-0.5924040472408927,-1.3415666925762983,1.3175072061996118,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng nhiều. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
3078,Male,32263.0,70.0,Master,Single,13.0,Groceries,100.0,Student,2.0,705.0,Low,Low,Cash,No,-1.2093676138468425,0.6861033217975849,-0.23689159599317272,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng trung bình. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
3079,Female,53710.0,4.0,Bachelor,Single,10.0,Sports,58.0,Student,1.0,533.0,Low,High,Credit Card,Yes,0.22920790398288216,-1.621245315248558,-0.5955990118838153,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng ít. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",1
3080,Female,61155.0,32.0,High School,Single,1.0,Beauty,5.0,Student,5.0,458.0,Medium,Low,Credit Card,Yes,0.7285875249201834,-0.6423701358956488,-1.6717212595557431,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng ít. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",1
3081,Female,103915.0,58.0,Bachelor,Single,28.0,Fashion,94.0,Student,5.0,698.0,High,Low,PayPal,No,3.596750398161151,0.2665853877891953,1.5566454834600403,"Thu nhập cao, chi tiêu trung bình, tần suất mua hàng nhiều. Khuyến nghị nâng cấp sản phẩm hoặc dịch vụ để tối ưu trải nghiệm khách hàng.",2
3082,Female,65036.0,40.0,Bachelor,Single,11.0,Electronics,6.0,Employed,2.0,842.0,Medium,Medium,Cash,No,0.9889088558614415,-0.3626915132233891,-0.47602987325360113,"Thu nhập và chi tiêu trung bình, tần suất mua hàng trung bình. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",1
3083,Female,32160.0,11.0,Bachelor,Divorced,26.0,Fashion,84.0,Employed,2.0,749.0,Medium,Medium,PayPal,Yes,-1.2162764252580638,-1.3765265204103307,1.3175072061996118,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng nhiều. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
3084,Female,58758.0,66.0,High School,Single,21.0,Electronics,77.0,Employed,5.0,596.0,Medium,Low,Credit Card,Yes,0.5678067389716661,0.5462640104614551,0.7196615130485409,"Thu nhập và chi tiêu trung bình, tần suất mua hàng nhiều. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
3085,Male,48702.0,38.0,Master,Married,24.0,Groceries,85.0,Student,1.0,383.0,Medium,High,Credit Card,Yes,-0.10670789744814604,-0.43261116889145407,1.0783689289391836,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng nhiều. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",4
3086,Female,43268.0,7.0,Bachelor,Married,15.0,Beauty,22.0,Student,5.0,488.0,Medium,Low,Credit Card,Yes,-0.47119800626927366,-1.5163658317464606,0.0022466812672556897,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",4
3087,Male,50350.0,28.0,Master,Married,13.0,Electronics,40.0,Employed,5.0,741.0,Medium,Low,Installments,No,0.003833085131393588,-0.7822094472317788,-0.23689159599317272,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng trung bình. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
3088,Female,63420.0,98.0,Bachelor,Single,20.0,Furniture,64.0,Employed,1.0,724.0,Low,Low,Credit Card,No,0.8805143001281065,1.664978501150494,0.6000923744183266,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng trung bình. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
3089,Male,62529.0,95.0,Master,Single,14.0,Fashion,6.0,Employed,5.0,337.0,Medium,High,Credit Card,No,0.8207497276290957,1.5600990176483966,-0.11732245736295852,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng trung bình. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
3090,Male,29760.0,51.0,Master,Single,28.0,Electronics,16.0,Employed,1.0,761.0,Medium,High,PayPal,Yes,-1.3772584387234128,0.021866592950968038,1.5566454834600403,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng nhiều. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",3
3091,Male,50657.0,84.0,High School,Single,24.0,Sports,72.0,Student,2.0,518.0,Medium,Medium,Installments,No,0.024425367687169477,1.1755409114740396,1.0783689289391836,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng nhiều. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
3092,Male,35065.0,40.0,Bachelor,Single,26.0,Furniture,98.0,Employed,4.0,459.0,Medium,Medium,PayPal,No,-1.0214211131260478,-0.3626915132233891,1.3175072061996118,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng nhiều. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",3
3093,Female,52432.0,77.0,Bachelor,Single,23.0,Beauty,22.0,Employed,4.0,371.0,Low,Low,Credit Card,Yes,0.14348498181258382,0.9308221166358123,0.9587997903089693,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng nhiều. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
3094,Female,43403.0,61.0,Bachelor,Married,7.0,Furniture,96.0,Unemployed,2.0,399.0,High,Medium,Credit Card,No,-0.4621427680118478,0.37146487129129274,-0.954306427774458,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng ít. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
3095,Male,62298.0,30.0,Master,Single,22.0,Groceries,49.0,Employed,2.0,612.0,Low,Medium,Credit Card,Yes,0.8052552088330559,-0.7122897915637139,0.8392306516787551,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng nhiều. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
3096,Female,45887.0,53.0,High School,Married,13.0,Groceries,86.0,Student,4.0,508.0,High,Low,Cash,Yes,-0.2955263840752116,0.09178624861903298,-0.23689159599317272,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng trung bình. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
3098,Female,50902.0,79.0,Bachelor,Married,12.0,Electronics,59.0,Employed,5.0,511.0,Medium,Low,Credit Card,Yes,0.04085894822842385,1.0007417723038772,-0.3564607346233869,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng trung bình. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
3099,Male,49706.0,8.0,Bachelor,Married,2.0,Beauty,35.0,Employed,5.0,346.0,Low,Medium,Credit Card,No,-0.03936375514847505,-1.4814060039124282,-1.552152120925529,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
3100,Female,47623.0,10.0,High School,Single,7.0,Groceries,99.0,Unemployed,3.0,367.0,Low,High,PayPal,Yes,-0.1790827276686092,-1.4114863482443631,-0.954306427774458,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
3101,Female,43307.0,48.0,Master,Married,4.0,Furniture,92.0,Employed,1.0,643.0,Medium,Medium,Installments,Yes,-0.46858204855046176,-0.08301289055112937,-1.3130138436651004,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng ít. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
3102,Female,13071.0,16.0,High School,Married,29.0,Beauty,1.0,Employed,4.0,349.0,Low,Low,Cash,No,-2.496687114858083,-1.2017273812401683,1.6762146220902545,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng nhiều. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
3103,Male,79158.0,80.0,Bachelor,Single,27.0,Furniture,32.0,Student,2.0,694.0,Low,Low,Credit Card,Yes,1.9361538534271323,1.0357016001379096,1.437076344829826,"Thu nhập cao, chi tiêu cao, tần suất mua hàng nhiều. Khách VIP, có khả năng chi tiêu mạnh, cần ưu đãi đặc biệt và dịch vụ chăm sóc cao cấp.",2
3104,Male,29853.0,18.0,Bachelor,Married,12.0,Electronics,79.0,Employed,1.0,700.0,Medium,Medium,Credit Card,Yes,-1.3710203857016305,-1.1318077255721035,-0.3564607346233869,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
3105,Male,53615.0,40.0,High School,Married,19.0,Fashion,32.0,Retired,4.0,553.0,Medium,Medium,PayPal,No,0.2228356992832121,-0.3626915132233891,0.4805232357881125,"Thu nhập và chi tiêu trung bình, tần suất mua hàng trung bình. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",4
3106,Male,55659.0,33.0,High School,Married,15.0,Beauty,97.0,Student,1.0,843.0,Medium,Medium,PayPal,No,0.3599387140845343,-0.6074103080616164,0.0022466812672556897,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng trung bình. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
3107,Male,82671.0,19.0,High School,Single,12.0,Fashion,13.0,Employed,5.0,598.0,Medium,Medium,PayPal,Yes,2.171791275637037,-1.096847897738071,-0.3564607346233869,"Thu nhập cao, chi tiêu thấp, tần suất mua hàng trung bình. Có thể cần chiến lược khuyến khích chi tiêu thông qua chương trình ưu đãi hấp dẫn.",1
3108,Female,84694.0,66.0,Bachelor,Single,3.0,Beauty,80.0,Student,4.0,433.0,Low,Low,Cash,No,2.307485697820537,0.5462640104614551,-1.4325829822953147,"Thu nhập cao, chi tiêu trung bình, tần suất mua hàng ít. Khuyến nghị nâng cấp sản phẩm hoặc dịch vụ để tối ưu trải nghiệm khách hàng.",0
3109,Female,56113.0,26.0,High School,Single,21.0,Beauty,4.0,Student,5.0,404.0,Medium,Medium,Installments,No,0.3903911449650628,-0.8521291028998437,0.7196615130485409,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng nhiều. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
3110,Male,34630.0,36.0,High School,Married,27.0,Groceries,54.0,Employed,5.0,714.0,Medium,Medium,Credit Card,Yes,-1.0505991030666422,-0.502530824559519,1.437076344829826,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng nhiều. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
3111,Female,35095.0,70.0,PhD,Married,28.0,Fashion,41.0,Employed,5.0,309.0,Low,Medium,PayPal,Yes,-1.0194088379577309,0.6861033217975849,1.5566454834600403,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng nhiều. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
3112,Male,40669.0,18.0,Bachelor,Single,17.0,Sports,45.0,Retired,1.0,465.0,High,Medium,PayPal,No,-0.6455281116844578,-1.1318077255721035,0.2413849585276841,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
3114,Female,43029.0,84.0,Bachelor,Married,29.0,Beauty,96.0,Employed,4.0,342.0,High,Medium,Credit Card,No,-0.48722913177686467,1.1755409114740396,1.6762146220902545,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng nhiều. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
3115,Female,35453.0,10.0,Bachelor,Single,18.0,Sports,86.0,Employed,2.0,340.0,Medium,High,Credit Card,Yes,-0.9953956876158162,-1.4114863482443631,0.3609540971578983,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
3116,Female,51334.0,67.0,High School,Single,20.0,Furniture,81.0,Employed,3.0,668.0,Low,High,Installments,No,0.06983571065218666,0.5812238382954875,0.6000923744183266,"Thu nhập và chi tiêu trung bình, tần suất mua hàng trung bình. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
3117,Male,37365.0,37.0,Bachelor,Single,23.0,Furniture,57.0,Employed,1.0,703.0,High,Medium,Credit Card,Yes,-0.8671466835550883,-0.4675709967254865,0.9587997903089693,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng nhiều. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
3118,Male,70746.0,94.0,Master,Married,2.0,Sports,90.0,Employed,5.0,845.0,Medium,Medium,Cash,Yes,1.3719118962310843,1.5251391898143642,-1.552152120925529,"Thu nhập cao, chi tiêu cao, tần suất mua hàng ít. Khách VIP, có khả năng chi tiêu mạnh, cần ưu đãi đặc biệt và dịch vụ chăm sóc cao cấp.",0
3119,Female,37488.0,40.0,High School,Married,13.0,Electronics,21.0,Employed,4.0,634.0,Medium,High,PayPal,No,-0.8588963553649891,-0.3626915132233891,-0.23689159599317272,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng trung bình. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",1
3120,Female,39734.0,42.0,High School,Married,24.0,Electronics,33.0,Employed,2.0,340.0,Medium,Low,Cash,No,-0.708244021097,-0.2927718575553242,1.0783689289391836,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng nhiều. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",3
3121,Male,51685.0,80.0,Master,Single,14.0,Fashion,24.0,Retired,4.0,366.0,Low,High,Cash,No,0.09337933012149395,1.0357016001379096,-0.11732245736295852,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng trung bình. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
3122,Female,30405.0,33.0,Master,Married,2.0,Beauty,100.0,Student,4.0,607.0,High,High,PayPal,No,-1.3339945226046002,-0.6074103080616164,-1.552152120925529,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
3123,Male,44430.0,31.0,Master,Single,11.0,Electronics,44.0,Employed,5.0,575.0,Low,Medium,Credit Card,Yes,-0.3932558814164672,-0.6773299637296814,-0.47602987325360113,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
3124,Male,27450.0,28.0,Master,Single,22.0,Electronics,42.0,Employed,2.0,563.0,High,Low,Credit Card,Yes,-1.5322036266838113,-0.7822094472317788,0.8392306516787551,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng nhiều. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
3125,Female,49105.0,49.0,Bachelor,Single,1.0,Fashion,81.0,Student,1.0,403.0,Medium,High,Credit Card,No,-0.07967633435375619,-0.0480530627170969,-1.6717212595557431,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng ít. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
3126,Female,37577.0,8.0,Master,Married,29.0,Groceries,23.0,Employed,1.0,309.0,High,High,Credit Card,Yes,-0.8529266056989824,-1.4814060039124282,1.6762146220902545,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng nhiều. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
3127,Female,42580.0,9.0,Master,Single,20.0,Beauty,49.0,Employed,3.0,394.0,Medium,Medium,Installments,No,-0.5173461834626737,-1.4464461760783958,0.6000923744183266,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
3128,Female,52085.0,67.0,High School,Single,28.0,Groceries,29.0,Employed,1.0,722.0,High,Low,Cash,No,0.12020966569905212,0.5812238382954875,1.5566454834600403,"Thu nhập và chi tiêu trung bình, tần suất mua hàng nhiều. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
3129,Female,43983.0,39.0,High School,Single,28.0,Furniture,24.0,Unemployed,3.0,428.0,Low,Low,Credit Card,No,-0.4232387814243885,-0.3976513410574216,1.5566454834600403,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng nhiều. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
3130,Male,61004.0,100.0,High School,Single,5.0,Beauty,12.0,Employed,3.0,747.0,High,Low,Credit Card,No,0.7184590732396552,1.734898156818559,-1.1934447050348862,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng ít. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
3131,Female,35162.0,23.0,Master,Single,7.0,Beauty,33.0,Employed,2.0,670.0,Medium,High,Credit Card,No,-1.0149147567484897,-0.9570085864019411,-0.954306427774458,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
3132,Female,42912.0,45.0,Master,Married,18.0,Electronics,85.0,Employed,3.0,423.0,Medium,Medium,Credit Card,Yes,-0.4950770049333004,-0.18789237405322678,0.3609540971578983,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng trung bình. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",4
3133,Male,45127.0,28.0,Bachelor,Married,19.0,Groceries,41.0,Student,4.0,686.0,Medium,High,PayPal,Yes,-0.3465040216725721,-0.7822094472317788,0.4805232357881125,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",4
