CustomerID,Gender,Income,SpendingScore,EducationLevel,MaritalStatus,PurchaseFrequency,ProductCategory,LoyaltyScore,EmploymentStatus,HouseholdSize,CreditScore,OnlineShoppingHabit,DiscountSensitivity,PreferredPaymentMethod,SubscriptionStatus
2408,Male,56275,85,Bachelor,Married,15,Sports,63,Unemployed,3,768,Medium,Low,Credit Card,Yes
2409,Female,56574,,Bachelor,Single,4,Fashion,90,Employed,3,670,Low,Medium,PayPal,Yes
2410,Female,60060,9,High School,Divorced,10,Groceries,55,Retired,4,598,High,High,PayPal,Yes
2411,Female,63547,23,Master,Divorced,1,Sports,82,Unemployed,4,559,Medium,Medium,Credit Card,Yes
2412,Male,47007,79,High School,Single,19,Groceries,10,Retired,5,363,Low,High,Credit Card,No
2413,Female,46568,32,Bachelor,Single,2,Sports,8,Retired,3,558,Medium,Medium,Installments,No
2414,Male,70153,9,Master,Single,28,Fashion,5,Employed,3,522,High,Medium,PayPal,No
2415,Male,36840,39,Master,Single,20,Sports,16,Employed,3,359,Medium,Medium,Credit Card,No
2416,Male,57692,61,Bachelor,Single,5,Furniture,64,Employed,5,626,Medium,Medium,Cash,Yes
2417,Female,40057,49,Master,Single,4,Beauty,67,Unemployed,4,844,High,High,Credit Card,No
2418,Male,50764,13,Master,Married,24,Electronics,35,Employed,2,374,Medium,High,PayPal,No
2419,Female,76576,36,Bachelor,Single,21,Fashion,55,Employed,2,481,High,Low,Credit Card,No
2420,Female,31515,46,Master,Single,20,Groceries,62,Employed,5,437,Medium,Medium,PayPal,No
2421,Female,28487,49,Bachelor,Married,17,Electronics,3,Retired,3,754,Low,Medium,Credit Card,Yes
2422,Female,71158,7,Master,Single,15,Electronics,69,Unemployed,5,712,High,Low,PayPal,No
2423,Male,53616,55,Master,Divorced,24,Sports,3,Employed,5,307,Medium,Low,Installments,No
2424,Female,39434,61,Bachelor,Divorced,19,Groceries,50,Employed,5,635,Medium,High,Installments,No
2425,Female,48079,1,High School,Single,3,Furniture,94,Unemployed,1,559,Medium,High,Credit Card,No
2426,Male,46997,83,Bachelor,Divorced,23,Electronics,12,Student,2,452,High,Medium,Credit Card,Yes
2427,Female,45756,36,Master,Married,8,Furniture,32,Retired,1,409,High,Low,PayPal,No
2428,Male,70315,39,Bachelor,Divorced,7,Groceries,1,Student,5,321,High,High,Credit Card,No
2429,Male,36348,38,High School,Single,3,Fashion,22,Employed,1,797,Medium,Medium,Credit Card,No
2430,Female,46682,30,Bachelor,Married,24,Electronics,95,Employed,5,544,Medium,Low,Credit Card,No
2431,Female,33857,29,Bachelor,Divorced,5,Beauty,41,Employed,3,403,High,Medium,Credit Card,Yes
2432,Male,46853,32,Master,Single,26,Furniture,31,Employed,5,660,Medium,High,Credit Card,No
2433,Female,40185,46,High School,Single,16,Beauty,5,Employed,1,403,Low,Medium,Installments,No
2434,Male,54719,89,Master,Married,18,Sports,36,Employed,2,849,Low,Medium,Credit Card,No
2435,Female,47823,96,Master,Single,18,Furniture,46,Employed,2,555,Low,High,Cash,No
2436,Female,58750,71,Bachelor,Single,1,Furniture,13,Employed,2,590,High,High,Cash,No
2437,Female,70139,33,Master,Married,1,Groceries,27,Employed,5,639,High,Low,Credit Card,No
2438,Female,32390,61,Bachelor,Divorced,21,Fashion,40,Retired,1,795,Low,Medium,Credit Card,No
2439,Female,52167,46,High School,Divorced,27,Furniture,47,Student,5,386,Low,Medium,Cash,Yes
2440,Female,26233,40,Bachelor,Married,18,Furniture,35,Employed,2,654,Medium,High,Credit Card,Yes
2441,Male,50807,50,Bachelor,Married,13,Groceries,52,Employed,2,834,Low,Medium,Installments,Yes
2442,Male,58260,57,Bachelor,Married,11,Beauty,8,Employed,2,413,Medium,Medium,Credit Card,No
2443,Male,45077,60,High School,Married,9,Furniture,56,Employed,1,476,High,Medium,Installments,Yes
2444,Female,55887,10,Bachelor,Single,25,Fashion,44,Student,3,654,Medium,Low,Installments,Yes
2445,Female,54770,59,Bachelor,Married,22,Sports,67,Retired,4,705,Medium,Medium,Installments,Yes
2446,Female,58738,16,High School,Single,14,Fashion,46,Student,3,362,Low,Medium,Cash,No
2447,Female,31964,78,High School,Single,2,Fashion,21,Employed,3,676,Medium,Low,Installments,No
2448,Female,66295,36,Bachelor,Married,10,Electronics,35,Retired,4,519,Medium,Low,Credit Card,No
2449,Female,45194,100,Bachelor,Single,2,Electronics,46,Student,3,353,Medium,Low,Cash,No
2450,Male,25202,38,Master,Single,25,Beauty,28,Student,4,702,Medium,Low,Credit Card,Yes
2451,Male,36223,67,Bachelor,Married,26,Furniture,59,Retired,1,735,Low,Low,Credit Card,No
2452,Male,31120,76,Master,Divorced,20,Beauty,14,Student,5,543,High,Low,Credit Card,No
2453,Female,41957,54,Bachelor,Married,11,Sports,92,Employed,3,754,High,Medium,Credit Card,No
2454,Male,37100,88,High School,Single,25,Fashion,19,Employed,2,380,Medium,Medium,Credit Card,Yes
2455,Female,27037,93,High School,Single,16,Fashion,3,Employed,4,597,Low,Medium,Credit Card,No
2456,Male,24916,85,Bachelor,Divorced,18,Groceries,89,Student,4,436,Low,High,Credit Card,No
2457,Male,49645,32,Bachelor,Single,17,Beauty,15,Employed,1,336,Low,Medium,Credit Card,No
2458,Female,71327,20,High School,Married,1,Sports,57,Employed,2,347,Low,Medium,Credit Card,No
2459,Male,52019,83,High School,Single,9,Groceries,73,Student,1,394,Medium,Low,PayPal,No
2460,,41075,45,High School,Married,8,Fashion,86,Student,3,496,Low,High,PayPal,No
2461,Female,34103,76,Bachelor,Single,3,Fashion,57,Employed,1,788,Medium,Medium,PayPal,Yes
2462,Female,30822,86,Bachelor,Single,8,Groceries,52,Retired,2,539,Medium,Medium,Credit Card,No
2463,Female,46057,46,Master,Single,13,Furniture,80,Retired,2,844,Medium,Medium,Credit Card,No
2464,Female,47021,10,High School,Married,28,Electronics,34,Student,5,629,High,High,Cash,No
2465,Male,58275,46,PhD,Divorced,28,Groceries,67,Student,1,845,Medium,Low,Cash,No
2466,Female,44645,66,High School,Married,7,Beauty,78,Employed,5,364,Medium,Low,Cash,Yes
2467,Male,70829,70,Master,Divorced,7,Furniture,26,Student,2,714,Medium,Medium,Installments,No
2468,Male,30585,24,Bachelor,Single,2,Beauty,19,Employed,3,735,High,Low,Installments,Yes
2469,Male,33134,84,Bachelor,Married,19,Fashion,99,Retired,3,528,Low,Low,Cash,No
2470,Female,56155,78,Master,Single,7,Fashion,50,Employed,2,519,Medium,High,PayPal,No
2471,Female,42662,27,Bachelor,Married,22,Groceries,74,Unemployed,3,465,Medium,Low,Installments,No
2472,Female,41606,45,Bachelor,Married,22,Furniture,44,Employed,5,518,Medium,Medium,Credit Card,Yes
2473,Male,38264,10,Bachelor,Divorced,7,Electronics,26,Student,5,389,Medium,High,Cash,Yes
2474,Male,29218,33,Bachelor,Single,20,Furniture,26,Employed,2,804,High,Medium,Credit Card,Yes
2475,Female,18458,9,Bachelor,Single,3,Fashion,5,Employed,1,441,High,Low,Credit Card,No
2476,Female,39928,9,Bachelor,Married,7,Fashion,41,Employed,1,490,Low,High,Cash,Yes
2477,Male,32959,77,Bachelor,Single,9,Beauty,79,Student,4,818,Low,High,Credit Card,No
2478,Male,54438,6,Bachelor,Single,16,Furniture,57,Employed,5,439,Medium,Medium,Cash,No
2479,Female,49166,50,Master,Single,4,Fashion,45,Employed,3,321,High,Low,PayPal,No
2480,Male,40279,94,High School,Single,25,Fashion,69,Retired,2,780,High,Low,Credit Card,No
2481,Female,42319,60,High School,Married,29,Beauty,70,Employed,1,713,Low,Medium,PayPal,Yes
2482,Female,66380,11,PhD,Single,4,Beauty,86,Student,1,670,Medium,Low,Installments,No
2483,Male,37709,73,High School,Single,25,Fashion,24,Employed,1,467,High,Medium,PayPal,No
2484,Male,64080,82,High School,Single,5,Beauty,55,Student,2,612,Medium,Medium,Cash,Yes
2485,Female,70299,84,High School,Single,14,Sports,83,Employed,3,616,Medium,Medium,Installments,Yes
2486,Male,54375,67,High School,Married,19,Furniture,65,Employed,1,785,Medium,Medium,Cash,No
2487,Male,44275,26,High School,Divorced,15,Electronics,16,Unemployed,5,544,Medium,Medium,Cash,No
2488,Female,47032,44,High School,Single,13,Fashion,28,Student,5,623,High,High,Credit Card,No
2489,Female,61546,5,High School,Married,26,Electronics,53,Student,5,311,Low,High,Cash,Yes
2490,Female,44864,16,Bachelor,Single,11,Beauty,96,Unemployed,3,727,High,Low,Credit Card,No
2491,Female,85867,79,High School,Married,15,Sports,6,Employed,1,644,Medium,Low,Credit Card,No
2492,Female,38151,60,Bachelor,Married,12,Furniture,27,Unemployed,4,787,Medium,Low,Cash,Yes
2493,Male,60479,74,Master,Single,3,Groceries,94,Employed,2,807,High,Medium,Cash,Yes
2494,Female,64120,89,High School,Married,23,Furniture,87,Employed,5,332,High,Low,Credit Card,No
2495,Female,25372,31,High School,Married,28,Sports,24,Student,2,349,Low,Low,Installments,No
2496,Male,53134,53,PhD,Married,11,Beauty,64,Employed,3,446,Medium,Medium,Credit Card,No
2497,Male,45412,59,Bachelor,Married,13,Beauty,85,Employed,5,761,Medium,High,Credit Card,Yes
2498,Female,45189,38,Master,Single,8,Electronics,90,Employed,5,628,Medium,High,Installments,No
2499,Male,64990,3,High School,Married,1,Beauty,32,Employed,5,432,Low,High,Credit Card,No
2500,Female,46731,80,Bachelor,Single,8,Sports,54,Employed,1,757,High,Medium,Credit Card,No
2501,Female,71563,42,High School,Single,10,Furniture,65,Student,1,418,High,Low,Credit Card,Yes
2502,Female,31126,26,High School,Single,25,Sports,31,Retired,3,568,Low,Medium,Credit Card,No
2503,Female,32480,23,High School,Single,13,Fashion,46,Employed,1,360,Medium,High,Credit Card,Yes
2504,Female,45360,37,Bachelor,Single,9,Groceries,89,Employed,2,459,High,Medium,Installments,No
2505,Female,40646,32,Bachelor,Single,13,Groceries,23,Employed,2,472,Low,Medium,Credit Card,No
2506,Female,37603,41,High School,Divorced,8,Beauty,52,Employed,4,566,Medium,Low,Credit Card,No
2507,Female,15539,65,Master,Married,21,Groceries,21,Employed,1,461,Medium,Low,Cash,Yes
2508,Female,65604,29,Master,Married,29,Sports,13,Student,1,475,High,Medium,Credit Card,No
2509,Male,55465,92,Master,Single,21,Furniture,7,Employed,3,791,Low,Low,Installments,No
2510,Female,57708,16,High School,Married,6,Sports,53,Employed,3,787,Medium,High,Cash,Yes
2511,Male,38392,42,Bachelor,Married,4,Groceries,52,Employed,1,616,Medium,High,Cash,Yes
2512,Female,58238,87,High School,Single,2,Electronics,57,Retired,1,351,Medium,Medium,Credit Card,Yes
2513,Male,82626,24,High School,Single,27,Electronics,67,Student,1,344,Medium,High,PayPal,No
2514,Female,58692,76,Bachelor,Married,7,Furniture,80,Unemployed,5,393,Medium,High,Credit Card,No
2515,Female,50068,93,High School,Divorced,8,Electronics,68,Student,3,551,Low,Medium,PayPal,No
2516,Female,51529,20,Bachelor,Single,28,Groceries,77,Student,4,468,Low,High,Credit Card,No
2517,Female,68490,53,Bachelor,Divorced,11,Beauty,56,Employed,3,368,Medium,Medium,Credit Card,No
2518,Female,32759,83,High School,Single,17,Beauty,56,Retired,3,812,Low,High,PayPal,No
2519,Female,48342,1,Bachelor,Single,10,Furniture,61,Employed,5,427,Low,Medium,Installments,No
2520,Male,50500,8,Master,Single,2,Furniture,24,Retired,3,764,Medium,Low,Credit Card,Yes
2521,Male,55600,38,Master,Single,10,Furniture,49,Employed,1,801,High,Medium,Credit Card,No
2522,Male,39044,61,High School,Married,14,Electronics,2,Employed,1,716,High,Medium,Cash,No
2523,Female,20142,43,Bachelor,Single,12,Beauty,16,Employed,1,690,Medium,High,Cash,Yes
2524,Male,50882,72,Bachelor,Married,28,Fashion,26,Employed,5,,Medium,Low,Credit Card,Yes
2525,Female,85492,20,Bachelor,Single,25,Groceries,98,Employed,1,662,High,Medium,Cash,No
2526,Female,56407,50,Bachelor,Divorced,9,Electronics,64,Retired,3,729,Low,High,Credit Card,Yes
2527,Female,32508,,High School,Married,16,Beauty,87,Employed,4,688,Medium,High,Cash,No
2528,Male,42576,18,Bachelor,Single,4,Groceries,22,Employed,1,356,Medium,Low,PayPal,Yes
2529,Male,45978,85,Bachelor,Married,3,Electronics,1,Student,3,627,Medium,High,Cash,No
2530,Male,73695,21,PhD,Married,10,Groceries,34,Employed,1,448,High,Medium,Credit Card,No
2531,Female,48027,85,Bachelor,Single,19,Sports,20,Employed,1,834,Medium,Medium,Credit Card,No
2532,Male,66455,73,High School,Single,9,Electronics,37,Employed,4,432,,High,Credit Card,No
2533,Female,52975,78,Bachelor,Married,4,Fashion,30,Employed,5,541,High,Low,Credit Card,No
2534,Female,51222,30,High School,Married,24,Fashion,38,Student,5,328,Low,Medium,PayPal,No
2535,Male,34950,64,Master,Single,4,Electronics,77,Employed,3,742,Medium,Medium,Cash,No
2536,Male,61943,86,Bachelor,Single,4,Groceries,3,Student,2,467,Low,Medium,Cash,No
2537,Female,41850,34,High School,Married,16,Groceries,61,Employed,3,832,High,High,PayPal,No
2538,Male,66888,97,Master,Married,9,Groceries,92,Employed,4,356,High,Medium,Cash,No
2539,Female,50419,6,Bachelor,Single,20,Fashion,48,Employed,5,768,Low,Medium,Credit Card,Yes
2540,Female,48594,8,Bachelor,Single,14,Electronics,52,Employed,4,732,Medium,High,Cash,Yes
2541,Male,38890,12,High School,Single,22,Sports,76,Student,4,339,Low,High,PayPal,No
2542,Female,42973,76,High School,Married,13,Groceries,7,Retired,1,428,High,Medium,Cash,Yes
2543,Male,43111,87,Master,Married,14,Furniture,68,Employed,4,400,Medium,Low,Cash,No
2544,Male,50681,15,Bachelor,Single,18,Furniture,74,Employed,5,803,Medium,Low,Installments,Yes
2545,Female,73792,50,High School,Single,23,Groceries,13,Employed,5,825,Medium,High,Credit Card,Yes
2546,Male,28354,40,Master,Married,12,Beauty,71,Employed,4,395,Medium,Medium,PayPal,Yes
2547,Male,51975,58,Bachelor,Married,13,Furniture,17,Retired,1,714,Low,Low,Cash,Yes
2548,Female,76632,95,High School,Divorced,3,Sports,75,Employed,2,570,Low,Medium,PayPal,No
2549,Male,32322,14,Master,Single,15,Groceries,53,Employed,2,484,Medium,Medium,Cash,No
2550,Male,43777,26,High School,Single,17,Furniture,58,Employed,1,430,High,High,Credit Card,Yes
2551,Female,62892,21,Master,Married,15,Beauty,81,Unemployed,4,833,Low,Medium,Credit Card,Yes
2552,Male,31891,94,Bachelor,Married,29,Furniture,21,Employed,4,372,High,High,Credit Card,No
2553,Female,72736,4,Bachelor,Married,8,Groceries,38,Employed,5,646,High,Low,Credit Card,Yes
2554,Male,68864,28,High School,Single,2,Electronics,49,Unemployed,4,679,Medium,Low,Credit Card,No
2555,Female,54035,36,Bachelor,Married,21,Sports,31,Employed,2,679,High,Medium,Cash,No
2556,Male,5651,35,Bachelor,Married,25,Sports,40,Student,3,321,Low,High,Installments,No
2557,Female,42766,97,Bachelor,Married,16,Beauty,45,Student,4,322,High,Medium,Credit Card,Yes
2558,Male,64869,62,PhD,Married,20,Furniture,7,Employed,2,525,High,Medium,Credit Card,No
2559,Female,44496,28,Bachelor,Single,15,Electronics,13,Employed,1,461,Low,Medium,Credit Card,No
2560,Female,50136,66,Bachelor,Single,4,Beauty,38,Unemployed,2,388,Medium,Low,Credit Card,Yes
2561,Male,80414,70,Master,Married,8,Groceries,74,Retired,5,416,High,Medium,Credit Card,Yes
2562,Male,54803,93,High School,Divorced,24,Beauty,99,Employed,5,423,High,Medium,Installments,Yes
2563,Male,53498,50,High School,Married,23,Fashion,66,Student,4,494,Medium,High,Cash,No
2564,Female,44338,30,Bachelor,Single,13,Beauty,52,Student,1,743,High,Medium,Credit Card,No
2565,Female,73606,36,Bachelor,Single,17,Groceries,92,Student,5,432,Medium,High,Cash,Yes
2566,Female,65432,60,High School,Divorced,24,Furniture,93,Employed,1,426,Medium,Medium,PayPal,Yes
2567,Female,42853,47,Master,Married,7,Fashion,62,Employed,2,801,Medium,Medium,Credit Card,No
2568,Male,39157,55,Bachelor,Single,28,Groceries,84,Employed,2,310,Low,Medium,PayPal,No
2569,Male,37763,6,Master,Divorced,1,Beauty,82,Employed,4,527,Low,Low,Cash,No
2570,Female,43090,2,PhD,Single,6,Fashion,81,Employed,4,513,Medium,High,Credit Card,No
2571,Female,38355,50,High School,Single,15,Groceries,11,Student,5,526,High,High,Cash,No
2572,Male,51815,8,Master,Divorced,5,Fashion,43,Employed,5,613,Medium,Medium,Credit Card,No
2573,Female,62736,96,Bachelor,Single,16,Groceries,23,Employed,,371,Low,Medium,Credit Card,No
2574,Male,38132,52,Bachelor,Single,12,Furniture,72,Unemployed,2,331,Medium,Medium,Credit Card,No
2575,Male,39442,33,High School,Single,19,Fashion,8,Employed,4,378,High,Medium,Cash,No
2576,Female,40914,25,Bachelor,Single,29,Electronics,5,Employed,3,451,High,Low,Credit Card,No
2577,Male,54947,90,High School,Single,1,Fashion,34,Employed,5,597,Medium,Low,PayPal,Yes
2578,Male,34851,37,,Married,9,Sports,8,Employed,5,397,High,Low,Credit Card,No
2579,Female,27721,65,PhD,Married,1,Groceries,94,Employed,4,399,Medium,Low,PayPal,Yes
2580,Female,46343,,Master,Single,20,Fashion,35,Retired,3,822,Medium,Medium,Credit Card,No
2581,Male,51132,9,High School,Single,12,Sports,26,Employed,3,645,Low,Medium,Cash,No
2582,Male,47986,87,Bachelor,Married,18,Groceries,32,Student,4,790,Low,Low,Credit Card,Yes
2583,Female,48350,65,PhD,Single,11,Sports,21,Employed,4,521,Medium,Medium,Installments,Yes
2584,Male,62533,11,Bachelor,Single,5,Beauty,34,Student,5,666,Medium,Medium,Cash,No
2585,Male,67641,56,High School,Married,1,Sports,93,Employed,2,780,Medium,Medium,Cash,Yes
2586,Male,49081,64,High School,Single,7,Beauty,98,Employed,1,559,High,Low,PayPal,Yes
2587,Male,51837,17,High School,Single,10,Fashion,88,Employed,5,479,High,Medium,Installments,Yes
2588,Female,77553,8,Bachelor,Single,28,Electronics,22,Employed,5,729,High,Medium,Installments,No
2589,Female,46213,88,High School,Single,4,Electronics,24,Employed,2,797,Medium,Medium,PayPal,No
2590,Female,43711,54,High School,Single,15,Electronics,41,Student,1,333,Medium,Medium,Cash,Yes
2591,Female,29771,93,High School,Married,15,Sports,14,Employed,3,311,Low,Medium,Credit Card,No
2592,Female,60220,94,Bachelor,Single,24,Beauty,51,Employed,1,638,Low,High,Credit Card,No
2593,Male,28391,63,Bachelor,Married,26,Groceries,73,Student,4,476,Medium,Medium,Installments,Yes
2594,Female,40496,6,High School,Married,10,Electronics,68,Employed,1,567,Low,Medium,Credit Card,No
2595,Female,34793,50,High School,Married,15,Beauty,64,Retired,2,832,Low,Medium,PayPal,No
2596,Male,30755,72,Bachelor,Married,8,Beauty,77,Retired,5,734,High,Medium,Cash,No
2597,Female,72690,20,Bachelor,Divorced,15,Fashion,49,Student,5,823,Medium,Low,PayPal,No
2598,Female,52044,79,Bachelor,Single,10,Furniture,22,Retired,5,402,Low,High,PayPal,Yes
2599,Male,26138,20,Bachelor,Single,9,Electronics,4,Student,1,825,Low,Low,PayPal,No
2600,Male,54744,85,Bachelor,Single,20,Furniture,4,Employed,2,315,High,Medium,Credit Card,No
2601,Male,65111,7,High School,Single,5,Electronics,100,Student,3,447,High,Medium,PayPal,No
2602,Male,57079,42,Bachelor,Single,10,Beauty,95,Unemployed,5,432,High,Medium,Credit Card,Yes
2603,Male,66990,85,Master,Married,15,Groceries,91,Employed,3,805,Medium,Medium,Installments,No
2604,Female,58448,100,Master,Single,24,Beauty,84,Student,1,432,High,Low,Credit Card,No
2605,Male,61801,74,Master,Single,6,Beauty,9,Employed,1,590,High,Medium,,No
2606,Female,48588,7,High School,Single,19,Electronics,40,Employed,2,371,Medium,Medium,Credit Card,Yes
2607,Male,72605,25,Bachelor,Single,12,Groceries,83,Unemployed,1,367,Medium,Low,Credit Card,No
2608,Female,62208,98,Bachelor,Single,1,Groceries,23,Student,1,787,Medium,Medium,PayPal,No
2609,Female,54205,9,High School,Married,29,Furniture,92,Employed,2,811,High,High,PayPal,No
2610,Female,37324,18,Bachelor,Single,29,Sports,28,Retired,4,749,Low,Medium,Cash,No
2611,Female,65828,2,Bachelor,Single,2,Sports,37,Employed,1,536,Low,Medium,PayPal,No
2612,Male,67878,76,PhD,Single,11,Fashion,98,Employed,2,749,High,Medium,Credit Card,Yes
2613,Male,82207,2,High School,Married,12,Electronics,21,Employed,1,680,Medium,Low,Cash,No
2614,Male,49238,29,High School,Married,8,Sports,77,Student,1,836,Low,Medium,Credit Card,No
2615,Female,56068,54,Bachelor,Divorced,9,Sports,90,Employed,3,814,High,High,Installments,No
2616,Female,55805,42,High School,Married,28,Beauty,88,Employed,1,595,Low,Medium,Credit Card,No
2617,Female,20791,34,Bachelor,Single,25,Groceries,88,Student,2,647,Medium,Low,Credit Card,No
2618,Female,62945,9,Bachelor,Single,12,Beauty,96,Employed,5,747,Low,Low,Cash,No
2619,Female,57213,9,High School,Married,13,Electronics,28,Unemployed,5,337,Medium,Medium,Cash,No
2620,Female,43443,96,Bachelor,Married,28,Fashion,32,Employed,2,734,Low,Low,PayPal,No
2621,Male,37791,33,Master,Divorced,25,Beauty,21,Employed,3,380,Medium,Medium,Cash,No
2622,Male,32921,58,Master,Married,3,Beauty,9,Unemployed,2,462,Medium,Medium,Credit Card,No
2623,Female,59551,93,PhD,Single,2,Beauty,44,Employed,1,801,Medium,Low,Installments,Yes
2624,Female,39832,100,High School,Single,10,Fashion,64,Employed,3,594,Low,High,Cash,No
2625,Male,57838,97,High School,Single,13,Furniture,49,Employed,3,573,Low,Medium,Credit Card,No
2626,Female,48904,1,Master,Single,3,Electronics,83,Employed,3,827,High,Low,Credit Card,No
2627,Male,54252,60,High School,Married,2,Fashion,50,Employed,4,749,Medium,High,Cash,No
2628,Male,69815,64,Bachelor,Single,13,Fashion,73,Employed,,666,Medium,High,Cash,No
2629,Male,57948,2,High School,Married,8,Fashion,58,Employed,3,373,Medium,Medium,Cash,No
2630,Female,56572,71,Bachelor,Single,7,Beauty,11,Employed,5,480,High,High,Cash,No
2631,Female,42002,4,High School,Single,12,Fashion,14,Employed,5,577,High,Medium,Cash,Yes
2632,Female,57620,94,High School,Single,28,Groceries,28,Employed,4,796,High,Low,Credit Card,Yes
2633,Male,49637,7,Master,,29,Beauty,38,Employed,4,830,Medium,Medium,Credit Card,No
2634,Female,30521,98,Bachelor,Single,13,Furniture,28,Student,2,741,Low,High,Cash,No
2635,Male,47675,72,Bachelor,Married,15,Furniture,68,Student,1,430,Low,High,PayPal,Yes
2636,Male,68318,44,Bachelor,Married,29,Sports,79,Student,1,618,High,Low,PayPal,No
2637,Male,36749,48,PhD,Married,20,Sports,8,Student,2,386,Low,Low,Credit Card,Yes
2638,Male,55266,57,High School,Married,13,Groceries,83,Employed,5,749,Low,Medium,Cash,No
2639,Male,48455,22,High School,Single,6,Fashion,68,Student,2,744,Medium,Low,PayPal,Yes
2640,Female,50304,99,Bachelor,Single,8,Beauty,80,Student,1,346,Medium,Low,PayPal,Yes
2641,Male,47045,19,Bachelor,Married,12,Fashion,15,Retired,3,837,Low,Medium,Cash,No
2642,Female,54155,17,High School,Single,2,Electronics,38,Student,5,641,Medium,Low,Cash,No
2643,Female,34790,61,Bachelor,Divorced,25,Groceries,100,Employed,3,796,Medium,Medium,PayPal,No
2644,Female,58399,93,Bachelor,Married,3,Fashion,29,Employed,3,300,Low,Medium,PayPal,No
2645,Female,43435,73,PhD,Single,28,Sports,63,Employed,3,466,High,Medium,Credit Card,Yes
2646,Female,52734,89,Master,Divorced,25,Beauty,93,Employed,3,803,Medium,Medium,Credit Card,No
2647,Female,53566,44,High School,Married,29,Sports,63,Student,5,411,Medium,High,Credit Card,Yes
2648,Male,53943,77,Bachelor,Single,15,Beauty,44,Employed,4,524,High,High,PayPal,No
2649,Female,46563,58,Bachelor,Married,4,Furniture,99,Student,4,576,High,Medium,Credit Card,Yes
2650,Male,31226,10,Master,Married,23,Groceries,18,Student,5,609,Medium,High,PayPal,Yes
2651,Male,41827,68,Bachelor,Single,6,Groceries,100,Unemployed,4,460,Low,High,PayPal,No
2652,Male,44669,74,High School,Single,16,Groceries,95,Employed,5,412,Low,Medium,Credit Card,No
2653,Female,24139,74,Master,Single,28,Furniture,51,Student,5,763,Medium,Low,Cash,No
2654,Female,41975,80,Bachelor,Married,25,Fashion,19,Student,5,798,Low,High,Cash,No
2655,Female,66602,100,Master,Divorced,26,Groceries,73,Employed,2,761,Medium,Low,Installments,Yes
2656,Male,34524,80,High School,Married,2,Beauty,48,Employed,4,339,Low,Low,Installments,No
2657,Male,61431,5,Master,Married,4,Groceries,82,Employed,4,348,Medium,Medium,PayPal,No
2658,Male,41791,52,PhD,Married,24,Furniture,31,Employed,1,480,Medium,Low,Credit Card,No
2659,Female,41232,32,Master,Married,26,Furniture,52,Student,4,769,Medium,High,Installments,No
2660,Male,47141,15,High School,Single,13,Electronics,27,Employed,4,343,Medium,Medium,Cash,No
2661,Female,54686,41,PhD,Single,13,Electronics,24,Employed,4,354,Low,Medium,Credit Card,No
2662,Female,43455,24,Master,Married,4,Furniture,15,Student,4,564,Medium,Medium,Credit Card,No
2663,Female,42130,78,Bachelor,Divorced,19,Sports,28,Employed,2,679,Medium,Low,Cash,Yes
2664,Female,70722,14,High School,Divorced,28,Furniture,78,Employed,5,398,High,Medium,Credit Card,Yes
2665,Male,51877,69,Bachelor,Divorced,14,Furniture,52,Retired,4,530,Medium,High,Credit Card,No
2666,Female,28988,98,Bachelor,Single,28,Beauty,33,Employed,3,343,Medium,High,Credit Card,No
2667,Female,18389,38,Bachelor,Married,21,Fashion,26,Employed,1,443,Medium,Medium,PayPal,No
2668,Female,71659,56,High School,Single,2,Beauty,23,Employed,5,326,High,Medium,Cash,Yes
2669,Female,63855,33,High School,Married,26,Electronics,42,Unemployed,1,734,Low,Low,Credit Card,No
2670,Female,52685,27,High School,Married,19,Beauty,84,Employed,2,705,Low,Medium,Cash,No
2671,Male,52170,60,Bachelor,Single,29,Groceries,37,Unemployed,3,753,Medium,Medium,Cash,Yes
2672,Male,49847,58,Master,Single,2,Groceries,19,Retired,2,760,Low,Low,Credit Card,Yes
2673,Female,51456,86,Master,Married,11,Furniture,60,Employed,5,744,Low,Medium,Credit Card,Yes
2674,Female,53174,14,High School,Single,24,Beauty,14,Employed,1,340,High,Medium,Credit Card,No
2675,Male,65652,81,Master,Single,16,Fashion,81,Student,1,735,Medium,Medium,Cash,No
2676,Female,64199,34,Master,Single,2,Fashion,51,Employed,5,638,Medium,Low,Credit Card,No
2677,Male,52951,76,High School,Married,17,Fashion,20,Employed,1,543,Low,Medium,Credit Card,No
2678,Male,53231,90,Bachelor,Married,11,Fashion,6,Employed,5,745,Low,Medium,PayPal,No
2679,Male,62617,86,PhD,Married,5,Sports,79,Retired,2,794,Low,Low,Cash,No
2680,Male,58764,50,Bachelor,Divorced,15,Sports,72,Employed,2,336,Medium,Medium,Credit Card,Yes
2681,Female,48705,9,High School,Single,4,Beauty,99,Employed,4,308,High,Medium,PayPal,No
2682,Female,7939,47,Bachelor,Single,6,Sports,23,Employed,1,475,High,Low,Credit Card,No
2683,Female,60400,87,Master,Married,25,Groceries,22,Employed,1,686,Low,High,Credit Card,No
2684,Female,66734,7,Bachelor,Single,29,Beauty,72,Employed,5,397,Medium,Medium,Cash,No
2685,Male,46075,94,Master,Single,20,Furniture,30,Student,1,786,Low,High,PayPal,No
2686,Female,33337,38,Bachelor,Single,11,Groceries,18,Student,2,372,High,Medium,Credit Card,No
2687,Female,64049,64,High School,Single,4,Beauty,70,Retired,5,750,Medium,Low,Credit Card,No
